text,label,source
"Hi dear, I am stuck at airport customs and need Rs 30000 to clear my gift parcel for you. Please send via UPI.",1,india_seed
PM Kisan Yojana: Rs 6000 approved for you. Submit your bank details and Aadhaar OTP to receive the installment.,1,india_seed
You are eligible for free LPG connection under Ujjwala scheme. Pay Rs 599 registration to claim immediately.,1,india_seed
Your WhatsApp will be deactivated. Verify your number by sending us the 6 digit code you just received.,1,india_seed
You have been added as admin of a group. Confirm by sharing the verification code sent to your WhatsApp.,1,india_seed
Your LIC policy will lapse today. Pay pending premium Rs 4500 now at lic-payonline.xyz to keep it active.,1,india_seed
GST notice: penalty pending against your firm. Pay within 24 hours to avoid legal action: gst-penalty.in,1,india_seed
Claim your free 0.5 BTC airdrop! Connect your wallet here to receive: crypto-airdrop-india.top,1,india_seed
Our Telegram trading group gives 95% accurate signals. Deposit Rs 5000 and withdraw Rs 20000 today.,1,india_seed
Jio is giving free 3 months recharge on 25th anniversary! Claim now: jio-anniversary-offer.in,1,india_seed
Your number won free Rs 599 recharge from Airtel. Click to claim before it expires: airtel-reward.link,1,india_seed
"Your credit card limit can be increased to 5 lakh instantly. Share card number, expiry and CVV to upgrade.",1,india_seed
Reward points worth Rs 12000 will expire today. Login here to redeem: cardpoints-redeem.xyz,1,india_seed
"Rs 4999 will be auto-debited for premium membership renewal. To cancel, call 8009998887 and verify OTP.",1,india_seed
"Dear user, your YONO SBI account is temporarily locked. Unlock now by verifying details: yono-unlock.in",1,india_seed
Kotak Bank: unusual login detected. Confirm it's you by entering your card and net banking password here.,1,india_seed
PNB customer: your account is temporarily suspended due to suspicious activity. Verify at pnb-secure-verify.in to restore access.,1,india_seed
Bank of Baroda: your debit card has been deactivated. Reactivate by confirming your 16-digit card number and OTP now.,1,india_seed
Canara Bank: your KYC is incomplete. Your account will be frozen in 24 hours. Update at canara-kyc.in immediately.,1,india_seed
"IndusInd Bank: a login from a new device was detected. If this wasn't you, verify here: indusind-alert.top",1,india_seed
Union Bank: your internet banking password has expired. Reset now to avoid lock: unionbank-reset.in,1,india_seed
"Dear customer, your account was wrongly credited with Rs 9,500. Return the amount via this UPI immediately to avoid legal action.",1,india_seed
"Your account shows a pending charge of Rs 7,999. If unauthorized, call 8009990001 and share OTP to reverse it.",1,india_seed
Your bank account is marked dormant. Reactivate within 24 hours by verifying details or it will be closed: bank-reactivate.top,1,india_seed
I am calling from your bank head office. Your account has a security issue. Share the OTP I just sent to fix it.,1,india_seed
Your Paytm wallet will be blocked as per RBI guidelines. Complete KYC now: paytm-rbi-kyc.top,1,india_seed
Your SBI net banking will be locked. Verify your username and password at onlinesbi-verify.top immediately.,1,india_seed
"Amazon: your refund of Rs 1,299 failed. Update your bank details to receive it: amazon-refund-claim.in",1,india_seed
"Flipkart: your order was cancelled. Claim your refund of Rs 2,450 before it expires: flipkart-refund.xyz",1,india_seed
"Your IRCTC ticket refund of Rs 1,820 is on hold. Verify your account to receive: irctc-refund.top",1,india_seed
Your Swiggy order was cancelled due to a payment issue. Accept the refund request of Rs 449 on your UPI app.,1,india_seed
Your Nykaa order won a free gift hamper! Pay Rs 199 to claim and confirm your address.,1,india_seed
"Dear consumer, your electricity will be disconnected tonight for non-payment. Contact 7011223344 now. - MSEB",1,india_seed
"TNEB: your power bill is overdue. Pay Rs 1,560 now to avoid disconnection within 2 hours: tneb-billpay.in",1,india_seed
Adani Electricity: your meter shows a pending amount. Update your details to avoid penalty: adani-power.top,1,india_seed
"Your electricity bill of Rs 8 is pending, power will be cut in 1 hour. Call 9000088000 to pay. - power dept",1,india_seed
Your domestic gas subsidy is on hold. Update your Aadhaar-linked bank account now: gas-subsidy.in,1,india_seed
"Congratulations! Your loan of Rs 3,00,000 is sanctioned. Pay Rs 2,100 processing fee to transfer the amount.",1,india_seed
"Instant loan approved, no CIBIL check! Download our app and pay Rs 999 insurance to release funds.",1,india_seed
"Final notice: your loan from XYZ app is overdue. We will inform your contacts. Pay Rs 4,500 now to settle.",1,india_seed
"Get a personal loan of 5 lakh at 0% interest! Limited govt offer. Apply and pay Rs 1,500 file charge.",1,india_seed
"You won Rs 10,00,000 in the Reliance Jio lucky draw! To claim, send your Aadhaar and bank details on WhatsApp.",1,india_seed
"Tata Group 75th anniversary: you won a Tata Nexon! Pay Rs 6,500 registration to receive your car.",1,india_seed
Your WhatsApp number is selected in the Coca-Cola lucky draw for Rs 25 lakh. Contact our agent to claim.,1,india_seed
"Dear winner, your email won 5,00,000 GBP in the UK National Lottery. Send your details to claim.",1,india_seed
You have an inheritance of $2.5 million from a deceased relative. Send your bank details to transfer the funds.,1,india_seed
"Croma lucky customer! You won a Samsung TV. Pay Rs 2,500 delivery charges to claim your prize.",1,india_seed
Win an iPhone 15 Pro! You are the lucky 1000th visitor. Claim your prize: iphone-winner.xyz,1,india_seed
"Naukri: your profile is shortlisted for a Rs 45,000/month remote job. Pay Rs 1,500 for document verification.",1,india_seed
"Earn Rs 2000-5000 daily by completing simple captcha typing tasks. Limited seats, pay Rs 700 to register.",1,india_seed
"Amazon hiring work from home! Just review products and earn. Join our Telegram group and deposit Rs 1,000 to start.",1,india_seed
Part-time reselling job: earn Rs 1500 per order. Join the WhatsApp group and pay Rs 500 joining fee.,1,india_seed
"You are selected as a brand ambassador! Earn Rs 50,000/month. Pay Rs 2,000 onboarding kit fee to start.",1,india_seed
"We are hiring movie reviewers! Watch trailers, earn Rs 150 each. Pay Rs 500 membership to join.",1,india_seed
"Guaranteed IPO allotment! Invest Rs 50,000 in our pre-IPO offer and get 3x returns at listing.",1,india_seed
"Join our Telegram group for daily stock tips, 100% profit guaranteed. Free entry today, deposit to start.",1,india_seed
Binance USDT giveaway! Send 100 USDT to this wallet and receive 200 USDT back instantly.,1,india_seed
Our crypto mining plan gives 8% daily returns. Invest now and withdraw anytime: cryptomine-india.top,1,india_seed
"Your investment of Rs 25,000 has grown to Rs 1,80,000! To withdraw, pay 10% tax of Rs 18,000 first.",1,india_seed
"Your trading account profit of Rs 2,00,000 is ready. Pay processing charge of Rs 12,000 to withdraw.",1,india_seed
"RBI launched a new digital rupee reward. Register and deposit Rs 1,000 to receive Rs 5,000 bonus.",1,india_seed
"Hi, I think we matched earlier. I make great returns on a crypto platform, let me guide you to invest together.",1,india_seed
Blue Dart: your parcel is on hold due to incomplete address. Update and pay Rs 45 redelivery: bluedart-track.in,1,india_seed
Delhivery: your package delivery failed. Reschedule and pay Rs 30 handling fee: delhivery-reschedule.xyz,1,india_seed
DTDC: customs duty of Rs 499 is pending on your international parcel. Pay now to release it.,1,india_seed
"You have an unclaimed gift parcel from abroad worth Rs 80,000. Pay Rs 1,800 customs clearance to receive it.",1,india_seed
Ecom Express: your COD order needs address confirmation. Verify here to avoid return: ecom-confirm.top,1,india_seed
You missed a parcel delivery. Reschedule and pay Rs 25: indiapost-track.top,1,india_seed
"I accidentally sent Rs 5,000 to your number. Please return it via this UPI request, I am in urgent need.",1,india_seed
"To receive your Rs 2,000 cashback, scan this QR code and enter your UPI PIN to confirm.",1,india_seed
PhonePe: you have a pending payment request of Rs 1. Approve it to keep your account active.,1,india_seed
Google Pay reward of Rs 800 is waiting. Accept the request in your app to credit it instantly.,1,india_seed
"Your account is selected for a special cashback of Rs 5,000. Scan QR and approve to receive it.",1,india_seed
Your Zomato Gold membership has a refund of Rs 800. Accept the UPI request to receive it.,1,india_seed
"We recorded you through your webcam. Send Rs 40,000 in 12 hours or the video goes to your family and friends.",1,india_seed
"I have access to your phone and gallery. Transfer Rs 25,000 now or I leak everything to your contacts.",1,india_seed
Your social media account has been hacked. We have your private chats. Pay to delete them or they go public.,1,india_seed
This is CBI. Your Aadhaar is used in a money laundering case. Join the video call now or a warrant will be issued.,1,india_seed
TRAI notice: your number will be suspended for illegal activity. Press 9 to talk to an officer immediately.,1,india_seed
ED notice: your bank accounts are under investigation. Cooperate by sharing details or face immediate arrest.,1,india_seed
Narcotics found in a parcel booked under your name and Aadhaar. Call the Customs officer now to clear your name.,1,india_seed
We are from the Cyber Crime Branch. Your SIM is linked to a fraud. Stay on call and verify your bank balance.,1,india_seed
"Your vehicle has a pending traffic challan of Rs 1,000. Pay now to avoid court summons: echallan-pay.top",1,india_seed
"Your SBI credit card will be charged Rs 4,999 annual fee tomorrow. To waive it, share card number and OTP.",1,india_seed
Your HDFC debit card is blocked. Unblock instantly by verifying card details here: hdfc-card-unblock.in,1,india_seed
"Axis Bank: redeem your 15,000 expiring reward points worth Rs 7,500 now: axis-rewards.xyz",1,india_seed
Your credit card application is approved. Pay Rs 599 activation fee to get your card delivered.,1,india_seed
"Your credit card limit can be increased to 5 lakh. Share card number, expiry and CVV to upgrade.",1,india_seed
Your Aadhaar will be deactivated due to inactivity. Re-verify with OTP at uidai-reverify.in immediately.,1,india_seed
Your mobile SIM KYC is pending. Complete it within 24 hours or your number will be disconnected. Call 8001112223.,1,india_seed
Your PAN will be deactivated for not linking with Aadhaar. Link now and pay Rs 500 penalty: pan-link.in,1,india_seed
Your Aadhaar is linked to 5 SIM cards illegally. Call the TRAI helpline now or face legal action.,1,india_seed
URGENT from Airtel: your SIM Aadhaar verification failed. Re-verify now or lose your number: airtel-kyc.in,1,india_seed
"Dear user, your KYC video verification is pending for your demat account. Complete now: demat-kyc.top",1,india_seed
"You are selected for a free laptop under the Digital India scheme. Pay Rs 1,200 shipping to receive it.",1,india_seed
PMAY housing subsidy of Rs 2.5 lakh approved for you. Submit bank and Aadhaar details to claim.,1,india_seed
"National Scholarship: Rs 50,000 granted. Verify your account and OTP to receive the amount.",1,india_seed
Your ration card needs e-KYC. Complete it at ration-kyc.in or your card will be cancelled.,1,india_seed
"Your electricity subsidy of Rs 2,000 is approved. Share bank account and OTP to receive it.",1,india_seed
"Your LIC policy bonus of Rs 1,80,000 is ready for release. Pay GST of Rs 9,000 to receive the full amount.",1,india_seed
"Income Tax: you have an outstanding demand of Rs 12,400. Pay immediately to avoid prosecution: itax-pay.top",1,india_seed
"Your health insurance claim is approved. Confirm your bank account and OTP to receive Rs 45,000.",1,india_seed
"TDS refund of Rs 8,900 is pending. Update your account details to receive it: tds-refund.in",1,india_seed
"Dear taxpayer, your GST refund of Rs 22,000 is approved. Confirm bank details to receive: gst-refund.in",1,india_seed
"Mom, I lost my phone, this is my new number. I urgently need Rs 15,000, please send to this UPI, I'll explain later.",1,india_seed
"Hi, this is your manager. I'm in a meeting, quickly buy 5 Amazon gift cards of Rs 2000 each and send the codes.",1,india_seed
"To resolve your complaint, please download the Quick Support app and share the 9-digit code with our executive.",1,india_seed
Your WhatsApp is being used on another device. Send us the verification code to secure your account.,1,india_seed
"Hi dear, can you do me a favour? I can't pay online right now, please pay Rs 8,000 for me and I'll return it tomorrow.",1,india_seed
Your FASTag is blacklisted. Recharge and update KYC now to avoid double toll: fastag-kyc.top,1,india_seed
"Your recharge of Rs 299 failed but amount was deducted. To get a refund, call 7009998881 and share UPI PIN.",1,india_seed
Get a verified blue tick on Instagram! Pay Rs 999 and share your login to activate verification.,1,india_seed
Your Google account will be deleted for a policy violation. Verify now to keep it active: google-verify.top,1,india_seed
Your UPI app needs an urgent update. Failure to update will block transactions. Click: upi-update.top,1,india_seed
Your child's school fee is pending. Pay urgently via this link to avoid removal from class: schoolfee-pay.top,1,india_seed
"Your Flipkart Plus membership expired. Renew now and claim a Rs 1,000 bonus: flipkart-plus.xyz",1,india_seed
Your number won Rs 9 lakh in the BSNL lucky draw. Contact the agent on WhatsApp with bank details to claim.,1,india_seed
"Your SIP has matured early with 200% returns. Pay maturity tax to withdraw Rs 4,50,000.",1,india_seed
"I want to rent your flat posted online. I'm transferring 2 months advance now, accept the UPI request to confirm.",1,india_seed
"123456 is your OTP for transaction of Rs 2,500 at Amazon. Do not share it with anyone. - HDFC Bank",0,india_seed
Your OTP is 884521. Valid for 10 minutes. Never share your OTP with anyone. - ICICI Bank,0,india_seed
"Rs 5,000.00 credited to your A/c XX1234 on 12-06 by UPI. Avl Bal Rs 18,450.00 - SBI",0,india_seed
"Rs 1,240.00 debited from A/c XX5678 on 14-06 for electricity bill. Avl Bal Rs 9,210.00 - Axis Bank",0,india_seed
"Your account XX9012 has been credited with salary Rs 65,000 on 30-06. - Kotak Bank",0,india_seed
"Dear customer, Rs 239.00 paid to Zomato via UPI from A/c XX3456. Not you? Call 18001234.",0,india_seed
OTP for your SBI YONO login is 552134. Do not disclose to anyone including bank staff.,0,india_seed
Your Zomato order from Domino's Pizza has been confirmed and will arrive in 32 mins.,0,india_seed
Yum! Your Swiggy order is on the way. Rahul is arriving in 8 minutes with your food.,0,india_seed
Your Blinkit order has been placed successfully. Delivery in 12 minutes. Track in the app.,0,india_seed
Your Swiggy Instamart order of 9 items is packed and out for delivery.,0,india_seed
Order delivered! Hope you enjoyed your meal from Behrouz Biryani. Rate your experience on Zomato.,0,india_seed
Your Blinkit delivery partner is at your doorstep. Please collect your order.,0,india_seed
Your Amazon order of 'boAt earphones' has been shipped and will arrive by Friday. Track in Orders.,0,india_seed
Flipkart: Your order for Nike shoes is out for delivery today. Keep Rs 0 ready (Prepaid).,0,india_seed
Your Myntra order has been delivered. Loved it? Rate the product in the app.,0,india_seed
Order confirmed! Your Amazon package will be delivered tomorrow between 9 AM and 1 PM.,0,india_seed
Reminder: your Airtel postpaid bill of Rs 599 is due on 18-06. Pay via the Airtel Thanks app.,0,india_seed
"Your Jio recharge of Rs 299 is successful. Validity 28 days, 2GB/day. Enjoy!",0,india_seed
"Your electricity bill of Rs 1,420 for June is generated. Due date 25-06. Pay on the BESCOM portal.",0,india_seed
"Your ACT Fibernet broadband bill of Rs 1,180 is due. Pay now to avoid service interruption.",0,india_seed
Your DTH recharge of Rs 350 is successful. Your Tata Play services are active.,0,india_seed
Your Ola ride is confirmed. Driver Suresh (KA01AB1234) will arrive in 4 minutes.,0,india_seed
Uber: Arriving now. Your driver is at the pickup point in a white Swift.,0,india_seed
"PNR 2745019876 confirmed. Train 12627 Karnataka Express, coach B4, seat 32. Happy journey! - IRCTC",0,india_seed
Web check-in is open for your IndiGo flight 6E-234 BLR-DEL on 20-06. Select your seat in the app.,0,india_seed
"Your redBus ticket from Bangalore to Chennai is booked. Boarding at 10:30 PM, seat L7.",0,india_seed
Your appointment with Dr. Mehta is confirmed for Monday 11:00 AM at Apollo Clinic. Reply RESCHEDULE to change.,0,india_seed
Your Urban Company service is booked for tomorrow 3 PM. Our professional will call before arriving.,0,india_seed
"Hey, are we still meeting for coffee tomorrow at 5?",0,india_seed
Don't forget mom's birthday is on Sunday. Let's plan a surprise!,0,india_seed
The team standup is moved to 10:30 AM. Please update your calendar.,0,india_seed
Congrats on the new job! Let's celebrate this weekend.,0,india_seed
Your booking at The Leela for 2 guests on 22-06 at 8 PM is confirmed. We look forward to hosting you.,0,india_seed
"Your movie tickets for Inox, 7:15 PM show, seats H5 and H6 are confirmed. Enjoy!",0,india_seed
Welcome to Google! Your new account is ready. Manage your settings anytime in your account.,0,india_seed
Your monthly account statement for June is now available in the HDFC Bank app.,0,india_seed
Thank you for your payment of Rs 999. Your Netflix subscription is active until 14 July.,0,india_seed
Your Amazon Prime membership has been renewed. Enjoy free fast delivery and Prime Video.,0,india_seed
Your LPG cylinder booking is confirmed. Delivery expected within 2 working days. - Indane,0,india_seed
G-884213 is your Google verification code. Don't share it with anyone.,0,india_seed
"554120 is your WhatsApp code. For your security, do not share this code.",0,india_seed
Your Uber verification code is 4421. Do not share this with anyone.,0,india_seed
Use OTP 730912 to log in to Paytm. Do not share this OTP. It is valid for 5 minutes.,0,india_seed
"Dear customer, 218764 is the OTP to confirm your booking. Please do not share it. - MakeMyTrip",0,india_seed
"Transaction successful. Rs 1,250 paid to Swiggy via UPI from A/c XX4567. - Axis Bank",0,india_seed
"Your EMI of Rs 8,499 for Bajaj Finserv loan has been auto-debited from A/c XX7788.",0,india_seed
"Rs 2,000 has been transferred to Priya Sharma successfully via UPI. UPI Ref 412233445566.",0,india_seed
"Your credit card bill of Rs 12,340 is due on 28-06. Pay via the bank app to avoid late fee.",0,india_seed
Cashback of Rs 25 received in your Paytm wallet for your recent transaction. Happy saving!,0,india_seed
Your account statement for Q1 is ready to download in net banking.,0,india_seed
Your Disney+ Hotstar subscription has been renewed. Enjoy unlimited entertainment.,0,india_seed
Payment of Rs 119 received. Your Spotify Premium is active. Thanks for being a subscriber.,0,india_seed
Your annual car insurance is due for renewal on 05-07. Renew on the official portal to stay covered.,0,india_seed
Your CoWIN vaccination certificate is ready. Download it from the official portal.,0,india_seed
"Dear citizen, your new PAN card has been dispatched and will be delivered shortly via Speed Post.",0,india_seed
LPG subsidy of Rs 291 has been credited to your bank account. - Bharat Gas,0,india_seed
Your passport application has been received. Track the status using your file number on the portal.,0,india_seed
Your driving licence renewal appointment is confirmed for 24-06 at RTO Indiranagar.,0,india_seed
Your semester results are now available on the university portal. Best of luck!,0,india_seed
Reminder: your college fee installment is due on 30-06. Pay through the student portal.,0,india_seed
Your PF withdrawal claim has been processed and the amount will be credited in 3-5 working days. - EPFO,0,india_seed
Your salary slip for June is available on the HR portal. - Infosys,0,india_seed
Your IRCTC ticket is confirmed. PNR 8456231907. Carry a valid ID proof while travelling.,0,india_seed
Your Ola Auto has arrived. OTP 4412. Share it with the driver to start the ride.,0,india_seed
Your Amazon package was delivered. Returns are open for 7 days in the Orders section.,0,india_seed
"Your gas cylinder will be delivered today between 10 AM and 2 PM. Keep Rs 1,103 ready. - HP Gas",0,india_seed
Your domino's order is being prepared and will be delivered in 30 minutes.,0,india_seed
Reminder: your dentist appointment is tomorrow at 4 PM. Reply Y to confirm.,0,india_seed
Gym membership expiring in 3 days. Renew at the front desk to continue your fitness journey.,0,india_seed
"Hey, sending you the photos from yesterday's trip. Such a fun day!",0,india_seed
Please review the attached document before our meeting at 2 PM.,0,india_seed
Your library book is due on Friday. Return or renew to avoid a fine.,0,india_seed
Thanks for shopping with us! Your DMart bill is attached. Visit again.,0,india_seed
"Your electricity bill payment of Rs 1,420 was successful. Thank you. - BESCOM",0,india_seed
Your Zerodha Kite login OTP is 472913. Do not share it with anyone.,0,india_seed
Use 619284 to verify your Groww account. Never share this OTP.,0,india_seed
BigBasket: 338271 is your OTP to confirm your order. Do not share.,0,india_seed
"Your Amazon OTP is 902817. Do not share it with anyone, including Amazon staff.",0,india_seed
Rapido: your ride OTP is 4471. Share it with the captain to start your ride.,0,india_seed
Your CRED login OTP is 552310. Valid for 5 minutes. Do not share.,0,india_seed
"PNB: 781234 is your OTP for a fund transfer of Rs 3,000. Do not disclose to anyone.",0,india_seed
Your Upstox verification code is 339102. Keep it confidential.,0,india_seed
Flipkart: OTP 220488 to confirm your delivery. Share with the delivery agent only.,0,india_seed
Your SBI YONO OTP is 410982. Do not share. Valid for 5 minutes.,0,india_seed
"Rs 1,500 debited from A/c XX2233 via UPI to Reliance Fresh. Avl Bal Rs 7,800. - PNB",0,india_seed
"Rs 25,000 transferred via IMPS to your A/c XX4455. Ref 9988776655. - Canara Bank",0,india_seed
"ATM withdrawal of Rs 5,000 from A/c XX6677 at Koramangala. Avl Bal Rs 12,300. - HDFC",0,india_seed
"Rs 899 spent on your Axis credit card at Amazon. Avl limit Rs 48,000.",0,india_seed
"NEFT of Rs 50,000 credited to your A/c XX8899 from ABC Pvt Ltd. - ICICI",0,india_seed
Rs 320 paid via UPI to an auto driver. UPI Ref 778899001122. - SBI,0,india_seed
"Your A/c XX1122 is debited Rs 12,499 for SIP in Axis Bluechip Fund.",0,india_seed
"Your salary of Rs 78,000 has been credited to your account. - Wipro Payroll",0,india_seed
Cashback of Rs 50 credited to your CRED account for your bill payment.,0,india_seed
"Rs 1,250 refunded to your original payment method for the cancelled Amazon order.",0,india_seed
Your BSNL broadband bill of Rs 799 for June is ready. Pay by 20th to avoid late charges.,0,india_seed
Recharge successful! Rs 239 added to your Vi number. Validity 28 days. Enjoy.,0,india_seed
"Your Tata Power electricity bill of Rs 2,140 is due on 22-06. Pay via the official app.",0,india_seed
Your FASTag is recharged with Rs 500. Available balance Rs 720. - Paytm FASTag,0,india_seed
Your water bill of Rs 410 has been generated. Due date 28-06. - BWSSB,0,india_seed
Your mobile bill payment of Rs 599 is successful. Thank you for using Airtel.,0,india_seed
Reminder: your broadband bill of Rs 999 is due tomorrow. - JioFiber,0,india_seed
Your PhonePe transaction of Rs 600 to BESCOM was successful. Thank you.,0,india_seed
Your Ajio order has been shipped and will be delivered by Saturday. Track in the app.,0,india_seed
Nykaa: your order is out for delivery today. Get ready to glow!,0,india_seed
Meesho: your order has been confirmed and will arrive in 5-7 days.,0,india_seed
Your JioMart order is packed and will be delivered tomorrow morning.,0,india_seed
Croma: your TV will be delivered and installed on 24-06 between 10 AM and 6 PM.,0,india_seed
Your BigBasket order of 14 items is out for delivery. Arriving in 45 mins.,0,india_seed
Tata CLiQ: your order has been delivered. Rate your experience in the app.,0,india_seed
Your Amazon order of 'Atomic Habits' has shipped. Arriving Wednesday.,0,india_seed
"Your Myntra return has been picked up. Refund of Rs 1,499 will reflect in 3-5 days.",0,india_seed
Your Decathlon order is ready for pickup at the Whitefield store.,0,india_seed
Your Nykaa order has been delivered. Enjoy your products!,0,india_seed
Your Swiggy order from Faasos is being prepared. Estimated delivery 25 mins.,0,india_seed
Zomato: your order has been picked up and is 2 stops away.,0,india_seed
Your EatSure order is on the way. Track your rider live in the app.,0,india_seed
Your Swiggy Instamart order is delivered. Hope you got everything you needed!,0,india_seed
"Your IndiGo flight 6E-512 BLR-BOM is on time. Boarding at 6:10 PM, Gate 24.",0,india_seed
"Your Ola cab is arriving. Driver Ramesh in a grey Dzire, KA05CD6789. OTP 3312.",0,india_seed
PNR 4561237890 RAC. Train 12658 Chennai Mail. We'll notify you on confirmation. - IRCTC,0,india_seed
Your redBus boarding point is MG Road at 9:45 PM. Carry a valid ID. Happy journey!,0,india_seed
Your metro smart card is recharged with Rs 200. Balance Rs 260. - Namma Metro,0,india_seed
Your Uber trip receipt: Rs 245 for your ride to the airport. Thanks for riding with Uber.,0,india_seed
Your booking at OYO Townhouse for 2 nights is confirmed. Check-in 2 PM.,0,india_seed
Your flight web check-in is complete. Boarding pass sent to your email. - Vistara,0,india_seed
Your booking for the Bangalore-Mysore Volvo bus is confirmed. Seat 21A. - KSRTC,0,india_seed
Your SonyLIV subscription is active until 30 July. Enjoy unlimited streaming.,0,india_seed
Payment of Rs 149 received. Your YouTube Premium is renewed. Thank you.,0,india_seed
Your Audible membership has been renewed. 1 credit added to your account.,0,india_seed
Your Urban Company salon appointment is confirmed for today 5 PM. Our professional will arrive on time.,0,india_seed
Your booking at Cult.fit for tomorrow's 7 AM session is confirmed.,0,india_seed
